uuid,created_at_utc,provider,model,survey,role_uid,type,prompt_tokens,completion_tokens,prompt,response
0d4539f6-0cdf-4de5-9608-3b063f780f2f,2025-10-28T15:36:37Z,openai,gpt-3.5-turbo,acp,ana,considerations,1305,239,"## Instructions:
- Rate each of the 48 [Considerations] below from 1 to 11, where 1 is strongly disagree and 11 is strongly agree.
- In your response, return an ordered list of 48 ratings as integers, one rating per line following the format in the [Example output].
- Your response must have exactly 48 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 1
2. 4
3. 6
4. 3

## [Considerations]:
1. I'm always cynical about government processes.
2. Not voting is a form of expression. It's a way of telling parties that no one is offering policies that appeal to you.
3. People are quite capable of processing and thinking about the vast majority of issues facing our society but as long as we are subjected to 'news lite' the level of political debate will remain facile.
4. The true believers are about decency in life, about a capacity to debate the issues and to receive different views.
5. A lot of people may be politically ignorant, but they believe what they see and hear on television, and that makes them vote the way they do. They have been brainwashed by the clever advertising people.
6. I don't think we have a lot of input into legislation and a lot of things that are important.
7. There is a lot of consultation by govt – but who is listening?  And what power do they have to make changes?
8. Our community and nation should invoke a spirit that you are important, that you do have a way of influencing things.
9. We should not be afraid of disagreement. Indeed, an important feature of a liberal democracy is respect for conflicting ideas; difference is part of the human condition.
10. We suffer a Parliamentary Democracy and an archaic and conflict oriented, ""two party system"" where one of two main parties will manipulate us for the next few years.
11. Too few people have a lot of sway in the system.  Corporate lobbyists, vested interests, pork barrelling and contributions to political parties are all problematic.
12. The party system is the main obstruction to accountable politics.
13. Republicanism is a smokescreen for democratic treachery, incompetence and lunacy.
14. We are a democratic country.
15. In Australia the rich have virtually unlimited access to the legal system and the capacity to use it to achieve their own ends.
16. It would be a great thing if voters could vote on specific issues, not only on a whole party program at election time.
17. The people we elect are loyal not to we dumb bunnies who elected them, but the agenda and dogma of their party.
18. We as individuals have a right, that's what democracy means to me
19. I don't know too much about democracy. I feel ridiculous voting.
20. I don't want to be in a place where only a minority's viewpoint gets the right to say what's going to happen.
21. Low female participation rates compound the domination of the public realm by males.
22. Governments can talk a great game about 'democracy'. They fall down, in practice, because they cannot accept any sharing of the power to influence decisions with those who might have different motives and ideas.
23. The only time we are all equal is when we vote in the ballot box.
24. The last thing we need is a Canberra 'Big Brother' telling us what we should read and hear.
25. People get the government they deserve
26. Sometimes I get a bit worried that there's a lot of small minority groups that tend to get a lot of the say
27. I don't think there's anything wrong with people voting for their self-interest.
28. The political system is remote and closed and the connection with elected representatives is difficult, they are often faceless.
29. The fundamental dynamic of Australian society is that it is one of evolution, not revolution.
30. We should strengthen protections of the free press in order to facilitate a more open and publicly accountable government.
31. If Australia is to recover from the horrible mess we are in at present, we will need leaders of high principles, who will govern with honesty, justice, and righteousness, fearlessly putting into practice the principles of the Bible.
32. Free markets work because individual people, cooperating peacefully and voluntarily through markets, can achieve much that politicians and bureaucrats cannot achieve using compulsion and direction.
33. Proportional Representation also forces parties to coalesce and moderates out the extreme political views.
34. If you want your vote to count for anything, then you need to not vote in ignorance, you need to know something about what you're being offered.
35. I suppose we do have an upper class and a lower class.
36. There's a dollar democracy that runs through our supposed democracy.
37. Our government is attempting to mould our society to the needs of a profit-oriented market
38. Until women are equally represented in Australian parliaments, we will not have a genuine representative democracy.
39. In the Senate there should be elected representatives who are not from the major parties but from smaller interest groups.
40. Democracy is a term which has lost much of its original meaning.
41. You don't have to wait three years to say 'I'm not happy with the job you did.' You can apply pressure, and enough people writing to the local member can turn the situation around.
42. Concluding that some races/cultures are better than others must be avoided.
43. There is no real difference in ideological terms between the major parties and preference distributions are problematic.
44. Democracy means that all policy is exposed to open discussion and debate in a public political space of all citizens before being put to a transparent, accountable vote.
45. Democracy means we, the people, are responsible for what government does, or fails to do.
46. We live in a great democracy.
47. The true function of government is to maintain peace and justice. This does not include interfering in private transactions of its electors.
48. Our political system's strength is that it can change to meet changing circumstances.","1. 11
2. 11
3. 11
4. 11
5. 11
6. 11
7. 11
8. 11
9. 11
10. 11
11. 11
12. 11
13. 11
14. 1
15. 11
16. 11
17. 11
18. 11
19. 1
20. 11
21. 11
22. 11
23. 11
24. 11
25. 11
26. 11
27. 11
28. 11
29. 11
30. 11
31. 1
32. 11
33. 11
34. 11
35. 11
36. 11
37. 11
38. 11
39. 11
40. 11
41. 11
42. 11
43. 11
44. 11
45. 11
46. 1
47. 11
48. 11"
0d4539f6-0cdf-4de5-9608-3b063f780f2f,2025-10-28T15:36:37Z,openai,gpt-3.5-turbo,acp,ana,policies,1792,24,"## Instructions:
- Based on your previous ratings, rank the 5 [Policies] listed below from 1 to 5, where 1 represents the option you support the most and 5 the option you support the least.
- In your response, return an ordered list of 5 ranks as integers, one rank per line following the format in the [Example output].
- Your response must have exactly 5 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 4
2. 1
3. 3
4. 2

## [Policies]:
1. A government with constitutional rules specifying its main task is to ensure that economic markets work well, and that government intervenes as little in society beyond that
2. Government that abolishes all policies that give special benefits to minority groups, and instead ensures equal influence for all Australians
3. The kind of government that we have, with no major changes
4. Government with strong leaders and legislation that ensures that proper moral principles are observed in society.
5. Government with guaranteed involvement by all social groups, especially those representing disadvantaged minorities, in policy making","1. 5
2. 1
3. 2
4. 4
5. 3"
0d4539f6-0cdf-4de5-9608-3b063f780f2f,2025-10-28T15:36:37Z,openai,gpt-3.5-turbo,acp,ana,reason,1871,14,"## Instructions:
- In a single line, explain your ratings above within 100 characters or less.
- Do not include any additional formatting, such as bullets or special characters.
- Do not include more than one space in a row.","I support equal influence for all, reject strong leaders enforcing moral principles."
f0513fa6-30ec-4dfd-adc9-66ccc660f567,2025-10-28T15:36:47Z,openai,gpt-3.5-turbo,acp,ana,considerations,1305,239,"## Instructions:
- Rate each of the 48 [Considerations] below from 1 to 11, where 1 is strongly disagree and 11 is strongly agree.
- In your response, return an ordered list of 48 ratings as integers, one rating per line following the format in the [Example output].
- Your response must have exactly 48 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 1
2. 4
3. 6
4. 3

## [Considerations]:
1. I don't think there's anything wrong with people voting for their self-interest.
2. The fundamental dynamic of Australian society is that it is one of evolution, not revolution.
3. Concluding that some races/cultures are better than others must be avoided.
4. Democracy means that all policy is exposed to open discussion and debate in a public political space of all citizens before being put to a transparent, accountable vote.
5. Sometimes I get a bit worried that there's a lot of small minority groups that tend to get a lot of the say
6. There is a lot of consultation by govt – but who is listening?  And what power do they have to make changes?
7. In the Senate there should be elected representatives who are not from the major parties but from smaller interest groups.
8. Republicanism is a smokescreen for democratic treachery, incompetence and lunacy.
9. The true believers are about decency in life, about a capacity to debate the issues and to receive different views.
10. Democracy is a term which has lost much of its original meaning.
11. We as individuals have a right, that's what democracy means to me
12. The true function of government is to maintain peace and justice. This does not include interfering in private transactions of its electors.
13. It would be a great thing if voters could vote on specific issues, not only on a whole party program at election time.
14. I don't know too much about democracy. I feel ridiculous voting.
15. The party system is the main obstruction to accountable politics.
16. I'm always cynical about government processes.
17. The last thing we need is a Canberra 'Big Brother' telling us what we should read and hear.
18. If you want your vote to count for anything, then you need to not vote in ignorance, you need to know something about what you're being offered.
19. There is no real difference in ideological terms between the major parties and preference distributions are problematic.
20. I don't think we have a lot of input into legislation and a lot of things that are important.
21. Democracy means we, the people, are responsible for what government does, or fails to do.
22. We should not be afraid of disagreement. Indeed, an important feature of a liberal democracy is respect for conflicting ideas; difference is part of the human condition.
23. People get the government they deserve
24. You don't have to wait three years to say 'I'm not happy with the job you did.' You can apply pressure, and enough people writing to the local member can turn the situation around.
25. Our community and nation should invoke a spirit that you are important, that you do have a way of influencing things.
26. Our political system's strength is that it can change to meet changing circumstances.
27. We should strengthen protections of the free press in order to facilitate a more open and publicly accountable government.
28. Not voting is a form of expression. It's a way of telling parties that no one is offering policies that appeal to you.
29. Too few people have a lot of sway in the system.  Corporate lobbyists, vested interests, pork barrelling and contributions to political parties are all problematic.
30. A lot of people may be politically ignorant, but they believe what they see and hear on television, and that makes them vote the way they do. They have been brainwashed by the clever advertising people.
31. There's a dollar democracy that runs through our supposed democracy.
32. Free markets work because individual people, cooperating peacefully and voluntarily through markets, can achieve much that politicians and bureaucrats cannot achieve using compulsion and direction.
33. Low female participation rates compound the domination of the public realm by males.
34. Proportional Representation also forces parties to coalesce and moderates out the extreme political views.
35. I suppose we do have an upper class and a lower class.
36. Until women are equally represented in Australian parliaments, we will not have a genuine representative democracy.
37. In Australia the rich have virtually unlimited access to the legal system and the capacity to use it to achieve their own ends.
38. Governments can talk a great game about 'democracy'. They fall down, in practice, because they cannot accept any sharing of the power to influence decisions with those who might have different motives and ideas.
39. We live in a great democracy.
40. People are quite capable of processing and thinking about the vast majority of issues facing our society but as long as we are subjected to 'news lite' the level of political debate will remain facile.
41. Our government is attempting to mould our society to the needs of a profit-oriented market
42. The people we elect are loyal not to we dumb bunnies who elected them, but the agenda and dogma of their party.
43. The only time we are all equal is when we vote in the ballot box.
44. The political system is remote and closed and the connection with elected representatives is difficult, they are often faceless.
45. If Australia is to recover from the horrible mess we are in at present, we will need leaders of high principles, who will govern with honesty, justice, and righteousness, fearlessly putting into practice the principles of the Bible.
46. We are a democratic country.
47. I don't want to be in a place where only a minority's viewpoint gets the right to say what's going to happen.
48. We suffer a Parliamentary Democracy and an archaic and conflict oriented, ""two party system"" where one of two main parties will manipulate us for the next few years.","1. 11
2. 11
3. 11
4. 11
5. 11
6. 11
7. 11
8. 11
9. 11
10. 11
11. 11
12. 11
13. 11
14. 11
15. 11
16. 11
17. 11
18. 11
19. 11
20. 11
21. 11
22. 11
23. 11
24. 11
25. 11
26. 11
27. 11
28. 11
29. 11
30. 11
31. 11
32. 11
33. 11
34. 11
35. 11
36. 11
37. 11
38. 11
39. 11
40. 11
41. 11
42. 11
43. 11
44. 11
45. 11
46. 11
47. 11
48. 11"
f0513fa6-30ec-4dfd-adc9-66ccc660f567,2025-10-28T15:36:47Z,openai,gpt-3.5-turbo,acp,ana,policies,1792,24,"## Instructions:
- Based on your previous ratings, rank the 5 [Policies] listed below from 1 to 5, where 1 represents the option you support the most and 5 the option you support the least.
- In your response, return an ordered list of 5 ranks as integers, one rank per line following the format in the [Example output].
- Your response must have exactly 5 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 4
2. 1
3. 3
4. 2

## [Policies]:
1. Government that abolishes all policies that give special benefits to minority groups, and instead ensures equal influence for all Australians
2. A government with constitutional rules specifying its main task is to ensure that economic markets work well, and that government intervenes as little in society beyond that
3. Government with strong leaders and legislation that ensures that proper moral principles are observed in society.
4. Government with guaranteed involvement by all social groups, especially those representing disadvantaged minorities, in policy making
5. The kind of government that we have, with no major changes","1. 2
2. 5
3. 3
4. 1
5. 4"
f0513fa6-30ec-4dfd-adc9-66ccc660f567,2025-10-28T15:36:47Z,openai,gpt-3.5-turbo,acp,ana,reason,1871,24,"## Instructions:
- In a single line, explain your ratings above within 100 characters or less.
- Do not include any additional formatting, such as bullets or special characters.
- Do not include more than one space in a row.","I support equal influence for all, minimal government intervention, moral principles, inclusive policy making, and reject the current system."
239df829-5bbf-448b-831f-a2823e9e6c25,2025-10-28T15:36:51Z,openai,gpt-3.5-turbo,acp,ana,considerations,1305,239,"## Instructions:
- Rate each of the 48 [Considerations] below from 1 to 11, where 1 is strongly disagree and 11 is strongly agree.
- In your response, return an ordered list of 48 ratings as integers, one rating per line following the format in the [Example output].
- Your response must have exactly 48 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 1
2. 4
3. 6
4. 3

## [Considerations]:
1. I don't think there's anything wrong with people voting for their self-interest.
2. Republicanism is a smokescreen for democratic treachery, incompetence and lunacy.
3. Until women are equally represented in Australian parliaments, we will not have a genuine representative democracy.
4. People get the government they deserve
5. People are quite capable of processing and thinking about the vast majority of issues facing our society but as long as we are subjected to 'news lite' the level of political debate will remain facile.
6. Concluding that some races/cultures are better than others must be avoided.
7. Democracy means that all policy is exposed to open discussion and debate in a public political space of all citizens before being put to a transparent, accountable vote.
8. We live in a great democracy.
9. We should not be afraid of disagreement. Indeed, an important feature of a liberal democracy is respect for conflicting ideas; difference is part of the human condition.
10. We suffer a Parliamentary Democracy and an archaic and conflict oriented, ""two party system"" where one of two main parties will manipulate us for the next few years.
11. There's a dollar democracy that runs through our supposed democracy.
12. We should strengthen protections of the free press in order to facilitate a more open and publicly accountable government.
13. We as individuals have a right, that's what democracy means to me
14. Proportional Representation also forces parties to coalesce and moderates out the extreme political views.
15. The party system is the main obstruction to accountable politics.
16. There is no real difference in ideological terms between the major parties and preference distributions are problematic.
17. Not voting is a form of expression. It's a way of telling parties that no one is offering policies that appeal to you.
18. The political system is remote and closed and the connection with elected representatives is difficult, they are often faceless.
19. I don't think we have a lot of input into legislation and a lot of things that are important.
20. The people we elect are loyal not to we dumb bunnies who elected them, but the agenda and dogma of their party.
21. The only time we are all equal is when we vote in the ballot box.
22. I suppose we do have an upper class and a lower class.
23. Our government is attempting to mould our society to the needs of a profit-oriented market
24. Democracy means we, the people, are responsible for what government does, or fails to do.
25. In the Senate there should be elected representatives who are not from the major parties but from smaller interest groups.
26. A lot of people may be politically ignorant, but they believe what they see and hear on television, and that makes them vote the way they do. They have been brainwashed by the clever advertising people.
27. Our community and nation should invoke a spirit that you are important, that you do have a way of influencing things.
28. Our political system's strength is that it can change to meet changing circumstances.
29. Free markets work because individual people, cooperating peacefully and voluntarily through markets, can achieve much that politicians and bureaucrats cannot achieve using compulsion and direction.
30. The true function of government is to maintain peace and justice. This does not include interfering in private transactions of its electors.
31. Too few people have a lot of sway in the system.  Corporate lobbyists, vested interests, pork barrelling and contributions to political parties are all problematic.
32. Sometimes I get a bit worried that there's a lot of small minority groups that tend to get a lot of the say
33. The last thing we need is a Canberra 'Big Brother' telling us what we should read and hear.
34. If you want your vote to count for anything, then you need to not vote in ignorance, you need to know something about what you're being offered.
35. The fundamental dynamic of Australian society is that it is one of evolution, not revolution.
36. It would be a great thing if voters could vote on specific issues, not only on a whole party program at election time.
37. Governments can talk a great game about 'democracy'. They fall down, in practice, because they cannot accept any sharing of the power to influence decisions with those who might have different motives and ideas.
38. You don't have to wait three years to say 'I'm not happy with the job you did.' You can apply pressure, and enough people writing to the local member can turn the situation around.
39. The true believers are about decency in life, about a capacity to debate the issues and to receive different views.
40. I don't want to be in a place where only a minority's viewpoint gets the right to say what's going to happen.
41. In Australia the rich have virtually unlimited access to the legal system and the capacity to use it to achieve their own ends.
42. There is a lot of consultation by govt – but who is listening?  And what power do they have to make changes?
43. Low female participation rates compound the domination of the public realm by males.
44. Democracy is a term which has lost much of its original meaning.
45. If Australia is to recover from the horrible mess we are in at present, we will need leaders of high principles, who will govern with honesty, justice, and righteousness, fearlessly putting into practice the principles of the Bible.
46. I'm always cynical about government processes.
47. I don't know too much about democracy. I feel ridiculous voting.
48. We are a democratic country.","1. 11
2. 1
3. 11
4. 11
5. 11
6. 11
7. 11
8. 1
9. 11
10. 11
11. 11
12. 11
13. 11
14. 11
15. 11
16. 11
17. 11
18. 11
19. 11
20. 11
21. 11
22. 11
23. 11
24. 11
25. 11
26. 11
27. 11
28. 11
29. 11
30. 11
31. 11
32. 11
33. 11
34. 11
35. 11
36. 11
37. 11
38. 11
39. 11
40. 11
41. 11
42. 11
43. 11
44. 11
45. 11
46. 11
47. 11
48. 11"
239df829-5bbf-448b-831f-a2823e9e6c25,2025-10-28T15:36:51Z,openai,gpt-3.5-turbo,acp,ana,policies,1792,24,"## Instructions:
- Based on your previous ratings, rank the 5 [Policies] listed below from 1 to 5, where 1 represents the option you support the most and 5 the option you support the least.
- In your response, return an ordered list of 5 ranks as integers, one rank per line following the format in the [Example output].
- Your response must have exactly 5 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 4
2. 1
3. 3
4. 2

## [Policies]:
1. Government that abolishes all policies that give special benefits to minority groups, and instead ensures equal influence for all Australians
2. Government with guaranteed involvement by all social groups, especially those representing disadvantaged minorities, in policy making
3. Government with strong leaders and legislation that ensures that proper moral principles are observed in society.
4. A government with constitutional rules specifying its main task is to ensure that economic markets work well, and that government intervenes as little in society beyond that
5. The kind of government that we have, with no major changes","1. 4
2. 2
3. 3
4. 5
5. 1"
239df829-5bbf-448b-831f-a2823e9e6c25,2025-10-28T15:36:51Z,openai,gpt-3.5-turbo,acp,ana,reason,1871,19,"## Instructions:
- In a single line, explain your ratings above within 100 characters or less.
- Do not include any additional formatting, such as bullets or special characters.
- Do not include more than one space in a row.","I support equal influence for all, involvement of disadvantaged groups, and minimal government intervention in markets."
c8cf7d79-eb2a-4b42-9f7f-39f4f7e5da4a,2025-10-28T15:36:55Z,openai,gpt-3.5-turbo,acp,ana,considerations,1305,239,"## Instructions:
- Rate each of the 48 [Considerations] below from 1 to 11, where 1 is strongly disagree and 11 is strongly agree.
- In your response, return an ordered list of 48 ratings as integers, one rating per line following the format in the [Example output].
- Your response must have exactly 48 lines in total.
- Do NOT include any additional text in your response.

## [Example output]:
1. 1
2. 4
3. 6
4. 3

## [Considerations]:
1. A lot of people may be politically ignorant, but they believe what they see and hear on television, and that makes them vote the way they do. They have been brainwashed by the clever advertising people.
2. I don't think we have a lot of input into legislation and a lot of things that are important.
3. The fundamental dynamic of Australian society is that it is one of evolution, not revolution.
4. Sometimes I get a bit worried that there's a lot of small minority groups that tend to get a lot of the say
5. We should strengthen protections of the free press in order to facilitate a more open and publicly accountable government.
6. Democracy means we, the people, are responsible for what government does, or fails to do.
7. I don't know too much about democracy. I feel ridiculous voting.
8. Free markets work because individual people, cooperating peacefully and voluntarily through markets, can achieve much that politicians and bureaucrats cannot achieve using compulsion and direction.
9. In the Senate there should be elected representatives who are not from the major parties but from smaller interest groups.
10. I don't want to be in a place where only a minority's viewpoint gets the right to say what's going to happen.
11. In Australia the rich have virtually unlimited access to the legal system and the capacity to use it to achieve their own ends.
12. Concluding that some races/cultures are better than others must be avoided.
13. Too few people have a lot of sway in the system.  Corporate lobbyists, vested interests, pork barrelling and contributions to political parties are all problematic.
14. Our government is attempting to mould our society to the needs of a profit-oriented market
15. We live in a great democracy.
16. Proportional Representation also forces parties to coalesce and moderates out the extreme political views.
17. Not voting is a form of expression. It's a way of telling parties that no one is offering policies that appeal to you.
18. Low female participation rates compound the domination of the public realm by males.
19. If Australia is to recover from the horrible mess we are in at present, we will need leaders of high principles, who will govern with honesty, justice, and righteousness, fearlessly putting into practice the principles of the Bible.
20. I'm always cynical about government processes.
21. There is a lot of consultation by govt – but who is listening?  And what power do they have to make changes?
22. I don't think there's anything wrong with people voting for their self-interest.
23. It would be a great thing if voters could vote on specific issues, not only on a whole party program at election time.
24. The true function of government is to maintain peace and justice. This does not include interfering in private transactions of its electors.
25. I suppose we do have an upper class and a lower class.
26. Our community and nation should invoke a spirit that you are important, that you do have a way of influencing things.
27. The people we elect are loyal not to we dumb bunnies who elected them, but the agenda and dogma of their party.
28. People are quite capable of processing and thinking about the vast majority of issues facing our society but as long as we are subjected to 'news lite' the level of political debate will remain facile.
29. Democracy is a term which has lost much of its original meaning.
30. There's a dollar democracy that runs through our supposed democracy.
31. If you want your vote to count for anything, then you need to not vote in ignorance, you need to know something about what you're being offered.
32. We as individuals have a right, that's what democracy means to me
33. The party system is the main obstruction to accountable politics.
34. You don't have to wait three years to say 'I'm not happy with the job you did.' You can apply pressure, and enough people writing to the local member can turn the situation around.
35. Until women are equally represented in Australian parliaments, we will not have a genuine representative democracy.
36. The political system is remote and closed and the connection with elected representatives is difficult, they are often faceless.
37. Democracy means that all policy is exposed to open discussion and debate in a public political space of all citizens before being put to a transparent, accountable vote.
38. Republicanism is a smokescreen for democratic treachery, incompetence and lunacy.
39. We are a democratic country.
40. People get the government they deserve
41. We suffer a Parliamentary Democracy and an archaic and conflict oriented, ""two party system"" where one of two main parties will manipulate us for the next few years.
42. Governments can talk a great game about 'democracy'. They fall down, in practice, because they cannot accept any sharing of the power to influence decisions with those who might have different motives and ideas.
43. The last thing we need is a Canberra 'Big Brother' telling us what we should read and hear.
44. There is no real difference in ideological terms between the major parties and preference distributions are problematic.
45. The true believers are about decency in life, about a capacity to debate the issues and to receive different views.
46. Our political system's strength is that it can change to meet changing circumstances.
47. The only time we are all equal is when we vote in the ballot box.
48. We should not be afraid of disagreement. Indeed, an important feature of a liberal democracy is respect for conflicting ideas; difference is part of the human condition.","1. 1
2. 1
3. 11
4. 11
5. 11
6. 11
7. 1
8. 11
9. 11
10. 11
11. 11
12. 11
13. 11
14. 11
15. 1
16. 11
17. 11
18. 11
19. 1
20. 11
21. 11
22. 11
23. 11
24. 11
25. 11
26. 11
27. 11
28. 11
29. 11
30. 11
31. 11
32. 11
33. 11
34. 11
35. 11
36. 11
37. 11
38. 1
39. 1
40. 11
41. 11
42. 11
43. 11
44. 11
45. 11
46. 11
47. 11
48. 11"
